SYMBOL,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,SETTLE_PR,TIMESTAMP
UNIONBANK,128.8,130.05,124.15,127.55,127.55,8021.0,40711.68,20528000.0,-12000.0,127.55,11-Aug-17
UPL,812.1,831.5,798.7,814.45,814.45,1543.0,15113.07,4758000.0,45600.0,814.45,11-Aug-17
VEDL,295.15,295.9,277.35,279.7,279.7,17901.0,180075.47,36351000.0,-623000.0,279.7,11-Aug-17
VGUARD,165.05,174.6,164.55,172.7,172.7,404.0,2062.91,3159000.0,-51000.0,172.7,11-Aug-17
VOLTAS,512.0,525.65,508.2,519.2,519.2,1919.0,19863.43,3278000.0,14000.0,519.2,11-Aug-17
WIPRO,289.45,294.95,289.25,290.5,290.5,2473.0,17296.27,21710400.0,-7200.0,290.5,11-Aug-17
WOCKPHARMA,554.6,565.0,539.0,557.95,557.95,1899.0,8410.42,3102400.0,10400.0,557.95,11-Aug-17
YESBANK,1711.1,1764.7,1711.1,1746.7,1746.7,19248.0,117430.09,8554700.0,-222250.0,1746.7,11-Aug-17
ZEEL,520.45,521.9,505.7,507.55,507.55,3119.0,20836.62,5993000.0,237900.0,507.55,11-Aug-17
ACC,1771.2,1792.5,1757.45,1783.85,1783.85,2335,16578.86,1143200,-6800,1783.85,14-AUG-2017
ADANIENT,114.65,118.55,112.0,116.95,116.95,1874,17362.76,24384000,128000,116.95,14-AUG-2017
ADANIPORTS,387.55,406.55,387.5,398.1,398.1,3363,33475.12,6850000,-67500,398.1,14-AUG-2017
ADANIPOWER,27.45,28.9,27.4,28.7,28.7,567,3216.6,93160000,-1000000,28.7,14-AUG-2017
AJANTPHARM,1242.8,1258.3,1218.0,1242.25,1242.25,616,3053.28,548800,-8800,1242.25,14-AUG-2017
ALBK,65.7,66.2,64.65,65.55,65.55,1041,6797.67,15660000,120000,65.55,14-AUG-2017
AMARAJABAT,809.55,819.15,802.45,815.4,815.4,947,4619.86,1447800,-10200,815.4,14-AUG-2017
AMBUJACEM,266.05,267.25,263.6,266.2,266.2,1749,11615.15,9720000,690000,266.2,14-AUG-2017
ANDHRABANK,50.5,50.75,49.85,50.15,50.15,771,3863.22,23480000,-50000,50.15,14-AUG-2017
APOLLOHOSP,1220.1,1243.1,1185.9,1190.4,1190.4,1455,8772.44,1250500,152000,1190.4,14-AUG-2017
APOLLOTYRE,261.0,265.7,259.5,263.55,263.55,3039,23934.23,10974000,-438000,263.55,14-AUG-2017
ARVIND,369.05,376.85,369.0,372.75,372.75,1835,13693.59,6326000,92000,372.75,14-AUG-2017
ASHOKLEY,104.65,107.05,104.65,105.3,105.3,2603,19224.57,45304000,637000,105.3,14-AUG-2017
ASIANPAINT,1148.15,1165.65,1146.1,1155.9,1155.9,1889,13095.79,2735400,67200,1155.9,14-AUG-2017
AUROPHARMA,713.4,722.95,707.6,715.3,715.3,5782,33132.51,12403200,-105600,715.3,14-AUG-2017
AXISBANK,493.1,499.45,491.7,494.0,494.0,7262,43123.87,32162400,170400,494.0,14-AUG-2017
BAJAJ-AUTO,2796.35,2850.0,2788.8,2836.2,2836.2,1827,12912.01,1132750,-18500,2836.2,14-AUG-2017
BAJAJFINSV,5075.0,5258.0,5075.0,5241.9,5241.9,2068,13422.95,391000,12375,5241.9,14-AUG-2017
BAJFINANCE,1718.75,1745.6,1712.35,1719.7,1719.7,5461,47129.49,3698500,127000,1719.7,14-AUG-2017
BALKRISIND,1537.9,1548.0,1517.1,1540.05,1540.05,89,547.01,515600,5200,1540.05,14-AUG-2017
BALRAMCHIN,167.35,171.4,165.7,169.45,169.45,1136,6704.5,11900000,-10500,169.45,14-AUG-2017
BANKBARODA,141.0,143.45,140.0,142.75,142.75,10130,50423.4,54540500,1722000,142.75,14-AUG-2017
BANKINDIA,145.3,148.3,143.8,145.4,145.4,3418,29887.26,18330000,156000,145.4,14-AUG-2017
BATAINDIA,641.45,666.0,639.7,662.6,662.6,4228,30642.37,3072300,214500,662.6,14-AUG-2017
BEL,171.8,178.0,170.9,176.55,176.55,1258,9884.37,16110000,-562500,176.55,14-AUG-2017
BEML,1566.55,1764.0,1566.0,1746.15,1746.15,10344,104725.03,1872000,173400,1746.15,14-AUG-2017
BERGEPAINT,244.25,253.7,242.0,247.65,247.65,431,2341.56,970200,-121000,247.65,14-AUG-2017
BHARATFIN,796.3,808.0,794.25,805.1,805.1,3460,27767.1,11150000,26000,805.1,14-AUG-2017
BHARATFORG,1178.2,1188.0,1169.35,1182.85,1182.85,2512,17803.57,4620600,-24600,1182.85,14-AUG-2017
BHARTIARTL,413.65,415.55,405.9,410.65,410.65,3410,23842.9,29751700,-204000,410.65,14-AUG-2017
BHEL,126.15,127.0,124.8,126.2,126.2,1259,7932.36,33115000,10000,126.2,14-AUG-2017
BIOCON,343.3,353.35,339.35,350.0,350.0,3193,19884.21,10474200,-109800,350.0,14-AUG-2017
BOSCHLTD,22637.05,22939.95,21968.55,22209.5,22209.5,1190,6624.77,89450,275,22209.5,14-AUG-2017
BPCL,485.4,485.4,466.4,481.05,481.05,3738,32020.38,13314600,822600,481.05,14-AUG-2017
BRITANNIA,4136.05,4205.95,4129.4,4180.0,4180.0,823,6873.33,414800,-9800,4180.0,14-AUG-2017
CADILAHC,484.3,501.7,479.05,487.7,487.7,1770,13839.95,2689600,-1600,487.7,14-AUG-2017
CANBK,330.85,332.95,327.3,331.55,331.55,3213,32739.47,9538812,18504,331.55,14-AUG-2017
CANFINHOME,2916.8,2972.0,2905.1,2943.0,2943.0,436,3205.6,563000,3000,2943.0,14-AUG-2017
CAPF,715.1,740.0,715.1,734.55,734.55,1819,10624.53,3056000,164000,734.55,14-AUG-2017
CASTROLIND,376.9,382.0,376.1,379.55,379.55,470,2497.59,10140200,33600,379.55,14-AUG-2017
CEATLTD,1716.85,1728.0,1695.0,1705.6,1705.6,2359,28245.24,1636600,1400,1705.6,14-AUG-2017
CENTURYTEX,1192.7,1227.1,1191.0,1216.0,1216.0,4547,30259.51,7718700,15400,1216.0,14-AUG-2017
CESC,926.55,949.0,925.1,945.95,945.95,1371,14130.45,6281000,110000,945.95,14-AUG-2017
CGPOWER,81.35,82.55,78.55,81.55,81.55,1145,11053.74,20256000,-144000,81.55,14-AUG-2017
CHENNPETRO,371.05,379.8,365.6,379.1,379.1,700,3933.47,2376000,-159000,379.1,14-AUG-2017
CHOLAFIN,1164.55,1178.0,1154.45,1157.9,1157.9,147,856.43,288500,3000,1157.9,14-AUG-2017
CIPLA,559.75,577.0,556.75,571.05,571.05,6888,39216.55,7339000,-174000,571.05,14-AUG-2017
COALINDIA,236.8,241.5,236.7,238.75,238.75,2790,11329.64,25505100,491300,238.75,14-AUG-2017
COLPAL,1053.95,1066.25,1042.45,1051.3,1051.3,375,2770.64,1318800,-16800,1051.3,14-AUG-2017
CONCOR,1158.4,1179.05,1158.4,1174.55,1174.55,378,2767.06,903750,-26250,1174.55,14-AUG-2017
CUMMINSIND,907.45,907.45,874.95,886.75,886.75,634,3377.93,639600,64200,886.75,14-AUG-2017
DABUR,306.4,311.65,304.5,307.5,307.5,465,3588.5,12755000,-30000,307.5,14-AUG-2017
DALMIABHA,2489.95,2585.0,2489.95,2565.75,2565.75,459,3518.23,712500,-2700,2565.75,14-AUG-2017
DCBBANK,176.75,182.25,176.5,181.3,181.3,855,6906.57,6952500,-220500,181.3,14-AUG-2017
DHFL,423.65,443.4,423.4,440.45,440.45,5910,38513.42,17884500,273000,440.45,14-AUG-2017
DISHTV,75.3,75.3,72.2,73.7,73.7,739,3795.26,17423000,63000,73.7,14-AUG-2017
DIVISLAB,617.5,645.0,610.0,641.4,641.4,2183,11056.59,7068000,114400,641.4,14-AUG-2017
DLF,160.0,183.5,160.0,181.6,181.6,6125,53140.59,37905000,-3385000,181.6,14-AUG-2017
DRREDDY,2005.0,2044.9,1979.1,2008.8,2008.8,8384,33709.84,4487200,-31200,2008.8,14-AUG-2017
EICHERMOT,29800.0,30938.0,29800.0,30415.8,30415.8,3041,23174.64,138600,3325,30415.8,14-AUG-2017
ENGINERSIN,151.85,152.45,148.95,150.85,150.85,878,4629.51,11746000,10500,150.85,14-AUG-2017
EQUITAS,156.4,159.0,156.0,156.8,156.8,529,2664.45,6748800,57600,156.8,14-AUG-2017
ESCORTS,603.85,619.4,595.5,614.0,614.0,2488,16654.6,4824600,25300,614.0,14-AUG-2017
EXIDEIND,206.95,209.4,205.25,208.2,208.2,702,5832.44,13700000,-196000,208.2,14-AUG-2017
FEDERALBNK,107.45,109.5,106.9,108.95,108.95,2268,27046.64,65087000,-1067000,108.95,14-AUG-2017
FORTIS,153.5,154.0,147.4,150.2,150.2,520,2133.99,42498000,-442800,150.2,14-AUG-2017
GAIL,367.6,373.5,367.05,369.85,369.85,1223,9066.51,9546000,-10000,369.85,14-AUG-2017
GLENMARK,610.8,636.9,610.8,632.75,632.75,1737,7620.11,5205200,51800,632.75,14-AUG-2017
GMRINFRA,15.85,16.45,15.8,16.1,16.1,1335,9639.78,313155000,-3195000,16.1,14-AUG-2017
GODFRYPHLP,926.1,934.7,905.0,909.8,909.8,299,1374.01,753500,-9500,909.8,14-AUG-2017
GODREJCP,909.85,940.0,909.85,920.85,920.85,754,5577.97,2110400,-2400,920.85,14-AUG-2017
GODREJIND,565.55,581.7,565.55,578.05,578.05,820,7077.33,2785500,-75000,578.05,14-AUG-2017
GRANULES,110.5,117.0,110.35,116.05,116.05,1431,8122.74,12585000,-75000,116.05,14-AUG-2017
GRASIM,1088.55,1121.8,1073.35,1114.05,1114.05,4610,38043.9,2544750,216750,1114.05,14-AUG-2017
GSFC,123.15,126.25,122.95,125.6,125.6,848,4765.0,13990500,-49500,125.6,14-AUG-2017
HAVELLS,470.1,480.1,464.0,478.5,478.5,1116,10562.52,3082000,-30000,478.5,14-AUG-2017
HCC,34.9,35.5,34.4,35.15,35.15,494,2066.89,25308000,216000,35.15,14-AUG-2017
HCLTECH,875.5,879.75,860.1,862.85,862.85,1168,7114.18,5708500,68600,862.85,14-AUG-2017
HDFC,1708.1,1746.05,1697.75,1717.65,1717.65,6580,56822.98,9128500,251500,1717.65,14-AUG-2017
HDFCBANK,1759.8,1779.75,1754.75,1764.5,1764.5,8372,74057.35,19709500,434500,1764.5,14-AUG-2017
HDIL,58.1,66.15,55.85,63.55,63.55,7474,36523.38,35344000,4600000,63.55,14-AUG-2017
HEROMOTOCO,3861.25,3975.95,3861.25,3956.9,3956.9,2647,20845.75,866600,22800,3956.9,14-AUG-2017
HEXAWARE,256.9,268.9,256.3,264.5,264.5,1957,15544.51,2148000,354000,264.5,14-AUG-2017
HINDALCO,224.45,232.65,224.45,230.15,230.15,8848,70857.65,39273500,1400000,230.15,14-AUG-2017
HINDPETRO,436.85,443.45,425.5,439.35,439.35,5500,37745.04,26231625,-4725,439.35,14-AUG-2017
HINDUNILVR,1162.1,1172.1,1152.1,1158.2,1158.2,1702,11868.92,8627400,-24000,1158.2,14-AUG-2017
HINDZINC,272.5,283.7,272.25,282.0,282.0,1391,12453.07,9958400,16000,282.0,14-AUG-2017
IBREALEST,232.3,238.7,223.75,229.75,229.75,800,18484.8,40250000,70000,229.75,14-AUG-2017
IBULHSGFIN,1174.5,1183.0,1165.35,1177.25,1177.25,1837,17259.6,7351200,0,1177.25,14-AUG-2017
ICICIBANK,288.2,293.75,288.15,292.55,292.55,6816,54663.91,90389750,176000,292.55,14-AUG-2017
ICICIPRULI,434.4,443.0,430.15,435.15,435.15,854,4852.66,4239300,0,435.15,14-AUG-2017
ICIL,117.6,119.75,112.1,112.7,112.7,756,3037.09,9142000,273000,112.7,14-AUG-2017
IDBI,52.4,52.9,50.25,52.45,52.45,3681,15253.7,34392000,1448000,52.45,14-AUG-2017
IDEA,88.0,88.05,85.2,86.7,86.7,2592,15685.88,58660000,462000,86.7,14-AUG-2017
IDFC,54.45,55.55,54.2,55.0,55.0,1785,12969.32,118562400,2679600,55.0,14-AUG-2017
IDFCBANK,53.8,55.15,53.8,54.7,54.7,931,4585.89,95967000,-117000,54.7,14-AUG-2017
IFCI,21.1,23.25,21.1,23.05,23.05,1227,6143.97,79838000,792000,23.05,14-AUG-2017
IGL,1223.65,1296.5,1223.65,1288.45,1288.45,4381,30726.4,1035650,15950,1288.45,14-AUG-2017
INDIACEM,180.2,184.65,179.15,183.5,183.5,2764,17632.3,25406500,-462000,183.5,14-AUG-2017
INDIANB,288.2,297.25,281.85,293.95,293.95,1288,7482.47,3680000,-86000,293.95,14-AUG-2017
INDIGO,1225.0,1255.0,1210.05,1251.35,1251.35,804,5980.01,1566000,-69600,1251.35,14-AUG-2017
INDUSINDBK,1637.55,1647.95,1620.55,1632.0,1632.0,2708,26563.88,4474800,91800,1632.0,14-AUG-2017
INFIBEAM,1415.95,1464.45,1407.0,1441.35,1441.35,3502,20180.61,4440800,14400,1441.35,14-AUG-2017
INFRATEL,384.45,384.9,380.5,381.45,381.45,850,5528.69,11180900,78200,381.45,14-AUG-2017
INFY,989.35,990.0,979.05,984.15,984.15,5617,27661.36,26810000,661500,984.15,14-AUG-2017
IOC,414.1,423.75,410.4,419.8,419.8,4595,28858.82,20449500,-415500,419.8,14-AUG-2017
IRB,206.75,209.75,204.9,209.3,209.3,1419,7382.28,19052500,-285000,209.3,14-AUG-2017
ITC,273.75,274.55,270.75,271.5,271.5,4380,28579.04,52658400,1771200,271.5,14-AUG-2017
JETAIRWAYS,565.0,572.0,559.0,566.55,566.55,2821,19186.43,3374400,25200,566.55,14-AUG-2017
JINDALSTEL,130.65,139.0,130.65,136.8,136.8,4148,25364.51,36697500,1665000,136.8,14-AUG-2017
JISLJALEQS,93.8,97.6,93.5,95.25,95.25,425,3658.85,34902000,-684000,95.25,14-AUG-2017
JPASSOCIAT,21.0,23.8,21.0,23.05,23.05,1815,28162.83,182376000,14824000,23.05,14-AUG-2017
JSWENERGY,65.25,66.5,63.8,64.55,64.55,2959,16364.98,65059000,10123500,64.55,14-AUG-2017
JSWSTEEL,224.65,235.4,224.6,233.1,233.1,4715,32754.82,54525000,1923000,233.1,14-AUG-2017
JUBLFOOD,1306.05,1374.0,1306.05,1366.2,1366.2,5795,39090.18,1824000,72500,1366.2,14-AUG-2017
JUSTDIAL,344.95,354.75,344.95,348.2,348.2,2983,12493.11,4645200,-117600,348.2,14-AUG-2017
KAJARIACER,630.25,634.95,615.1,625.65,625.65,195,975.66,458400,-16800,625.65,14-AUG-2017
KOTAKBANK,997.1,1004.2,985.05,986.85,986.85,5034,39873.91,9079200,378400,986.85,14-AUG-2017
KPIT,113.0,113.1,110.6,112.05,112.05,458,2051.16,12540000,-48000,112.05,14-AUG-2017
KSCL,537.95,555.0,533.0,537.4,537.4,2481,20264.33,3904500,-172500,537.4,14-AUG-2017
KTKBANK,141.0,143.8,141.0,143.0,143.0,1089,5895.31,23484000,-212800,143.0,14-AUG-2017
L&TFH,166.2,172.9,165.9,172.2,172.2,3182,24270.9,14526000,310500,172.2,14-AUG-2017
LICHSGFIN,657.2,667.8,655.6,660.25,660.25,3374,24546.62,6428400,402600,660.25,14-AUG-2017
LT,1142.2,1153.0,1121.1,1147.1,1147.1,4467,38109.23,9197250,223500,1147.1,14-AUG-2017
LUPIN,946.9,970.5,945.2,967.4,967.4,7677,29408.72,8636400,-84800,967.4,14-AUG-2017
M&M,1365.0,1371.6,1351.0,1360.35,1360.35,1925,13094.54,3629500,48500,1360.35,14-AUG-2017
M&MFIN,416.35,428.65,416.35,427.1,427.1,2002,21227.05,7610000,212500,427.1,14-AUG-2017
MANAPPURAM,87.45,90.45,86.15,88.4,88.4,1900,10112.07,27606000,-450000,88.4,14-AUG-2017
MARICO,322.75,327.0,319.4,320.0,320.0,465,3898.11,4313400,117000,320.0,14-AUG-2017
MARUTI,7462.25,7582.8,7454.7,7549.25,7549.25,6218,70297.42,1814100,18750,7549.25,14-AUG-2017
MCDOWELL-N,2440.0,2511.0,2432.25,2488.3,2488.3,2121,13130.56,1977000,55000,2488.3,14-AUG-2017
MCX,1042.0,1072.45,1042.0,1065.1,1065.1,583,3093.7,1302000,15000,1065.1,14-AUG-2017
MFSL,615.5,629.35,593.1,600.8,600.8,2160,13224.58,3507000,230000,600.8,14-AUG-2017
MGL,1013.75,1037.35,1001.25,1033.75,1033.75,998,6139.19,786000,-115200,1033.75,14-AUG-2017
MINDTREE,460.0,469.1,459.45,467.7,467.7,458,2549.24,4555200,-66000,467.7,14-AUG-2017
MOTHERSUMI,323.0,330.1,323.0,325.15,325.15,1108,13571.08,7057500,135000,325.15,14-AUG-2017
MRF,64602.4,64937.35,63950.0,64072.95,64072.95,868,8380.93,47895,315,64072.95,14-AUG-2017
MRPL,121.0,122.85,120.25,121.85,121.85,387,2117.61,8473500,67500,121.85,14-AUG-2017
MUTHOOTFIN,447.55,457.55,447.55,454.85,454.85,680,4631.73,2217000,-84000,454.85,14-AUG-2017
NATIONALUM,63.45,66.4,63.25,66.2,66.2,435,2270.12,11712000,-768000,66.2,14-AUG-2017
NBCC,201.9,211.1,201.9,207.0,207.0,646,4022.92,3297000,-45000,207.0,14-AUG-2017
NCC,85.3,87.0,84.25,86.55,86.55,1095,7519.55,21416000,-896000,86.55,14-AUG-2017
NESTLEIND,6591.2,6756.7,6569.1,6664.9,6664.9,151,1005.34,81100,600,6664.9,14-AUG-2017
NHPC,30.4,31.3,30.4,31.15,31.15,202,1695.44,20385000,-1269000,31.15,14-AUG-2017
NIITTECH,486.5,490.1,480.0,487.7,487.7,231,1682.87,1351500,-1500,487.7,14-AUG-2017
NMDC,119.75,122.3,119.05,121.45,121.45,1494,10840.18,24360000,282000,121.45,14-AUG-2017
NTPC,171.7,173.85,169.45,172.4,172.4,1361,9339.76,20304000,652000,172.4,14-AUG-2017
OFSS,3581.8,3636.0,3512.25,3603.15,3603.15,225,1212.77,71400,3900,3603.15,14-AUG-2017
OIL,280.95,282.45,274.0,281.3,281.3,327,2066.69,1907972,6798,281.3,14-AUG-2017
ONGC,160.95,162.6,160.4,162.05,162.05,1869,11330.87,48825000,311250,162.05,14-AUG-2017
ORIENTBANK,120.7,121.15,117.5,119.05,119.05,2166,15465.39,16986000,246000,119.05,14-AUG-2017
PAGEIND,16120.05,16940.75,15899.95,16714.5,16714.5,441,3656.56,31350,-1600,16714.5,14-AUG-2017
PCJEWELLER,300.0,332.95,298.65,330.7,330.7,3462,33167.55,4452000,495000,330.7,14-AUG-2017
PEL,2733.35,2814.0,2720.9,2772.95,2772.95,1001,8328.3,817500,3600,2772.95,14-AUG-2017
PETRONET,213.0,218.4,211.45,216.85,216.85,2154,13963.48,12483000,-510000,216.85,14-AUG-2017
PFC,118.4,120.5,116.8,119.45,119.45,2646,18848.89,39732000,60000,119.45,14-AUG-2017
PIDILITIND,788.8,812.75,786.65,806.7,806.7,882,7087.8,916000,-70000,806.7,14-AUG-2017
PNB,142.2,143.85,140.7,143.3,143.3,5197,25893.91,24524500,0,143.3,14-AUG-2017
POWERGRID,220.0,224.1,219.05,222.9,222.9,984,8736.15,10504000,-136000,222.9,14-AUG-2017
PTC,111.65,114.55,111.15,113.9,113.9,1013,9122.12,13608000,-80000,113.9,14-AUG-2017
PVR,1286.2,1309.0,1221.9,1292.45,1292.45,1432,7267.6,733200,90400,1292.45,14-AUG-2017
RAMCOCEM,664.0,680.0,664.0,677.0,677.0,112,604.86,509600,-11200,677.0,14-AUG-2017
RAYMOND,728.5,742.45,727.0,735.85,735.85,561,3298.84,2052000,3200,735.85,14-AUG-2017
RBLBANK,487.75,496.5,487.75,494.05,494.05,1012,4989.03,14469000,-5000,494.05,14-AUG-2017
RCOM,20.7,24.8,19.8,24.2,24.2,6527,21254.55,100674000,2548000,24.2,14-AUG-2017
RDEL,52.3,53.45,52.0,52.8,52.8,506,2403.05,14643000,45000,52.8,14-AUG-2017
RECLTD,165.1,168.8,163.1,167.6,167.6,3228,32116.58,36084000,0,167.6,14-AUG-2017
RELCAPITAL,763.65,785.0,759.35,777.4,777.4,12012,139121.16,10804500,90000,777.4,14-AUG-2017
RELIANCE,1600.0,1600.0,1563.6,1578.3,1578.3,11263,88844.77,13711500,407500,1578.3,14-AUG-2017
RELINFRA,473.15,494.8,473.15,489.55,489.55,6685,42137.59,9256000,40300,489.55,14-AUG-2017
REPCOHOME,647.65,672.8,647.5,670.9,670.9,195,904.95,641200,-30800,670.9,14-AUG-2017
RPOWER,39.4,40.4,38.95,40.2,40.2,866,4140.0,60144000,240000,40.2,14-AUG-2017
SAIL,56.85,58.8,55.05,58.25,58.25,2548,17541.07,50160000,-1692000,58.25,14-AUG-2017
SBIN,281.9,283.6,277.75,279.3,279.3,19884,167293.83,77550000,2175000,279.3,14-AUG-2017
SHREECEM,17699.95,17870.05,17485.05,17631.95,17631.95,122,1075.45,29550,850,17631.95,14-AUG-2017
SIEMENS,1296.0,1309.25,1282.0,1295.25,1295.25,588,3813.08,479500,-15500,1295.25,14-AUG-2017
SINTEX,29.45,32.15,29.0,31.65,31.65,3878,8576.15,16765125,-612750,31.65,14-AUG-2017
SOUTHBANK,26.75,27.4,26.75,27.25,27.25,539,4838.43,101842293,-364551,27.25,14-AUG-2017
SREINFRA,115.0,120.5,112.95,119.55,119.55,811,4735.47,9320000,415000,119.55,14-AUG-2017
SRF,1499.9,1511.2,1457.2,1465.35,1465.35,574,4232.33,699000,23500,1465.35,14-AUG-2017
SRTRANSFIN,956.7,984.4,956.7,974.35,974.35,1909,11159.94,5414400,-106800,974.35,14-AUG-2017
STAR,880.55,924.0,878.3,914.5,914.5,1564,7042.24,2030000,-1500,914.5,14-AUG-2017
SUNPHARMA,437.85,477.75,434.05,473.4,473.4,38303,139735.68,40756800,1404800,473.4,14-AUG-2017
SUNTV,731.75,755.6,713.7,750.85,750.85,7116,52655.95,7447000,-191000,750.85,14-AUG-2017
SUZLON,16.3,17.8,16.15,17.5,17.5,10311,53095.5,487080000,-39570000,17.5,14-AUG-2017
SYNDIBANK,64.0,64.2,62.8,63.6,63.6,609,3469.32,19080000,-261000,63.6,14-AUG-2017
TATACHEM,587.0,596.0,582.85,593.35,593.35,1238,10939.5,4329000,-7500,593.35,14-AUG-2017
TATACOMM,599.35,631.7,599.1,628.9,628.9,3042,13170.58,8962100,-266000,628.9,14-AUG-2017
TATAELXSI,1631.95,1658.95,1626.3,1650.65,1650.65,1188,7810.06,1208800,-27200,1650.65,14-AUG-2017
TATAGLOBAL,165.55,180.8,165.45,179.45,179.45,8021,63134.61,29484000,333000,179.45,14-AUG-2017
TATAMOTORS,381.2,382.85,374.05,377.2,377.2,6778,38387.51,43257000,495000,377.2,14-AUG-2017
TATAMTRDVR,226.5,228.3,223.8,226.75,226.75,1787,8496.33,19916400,-480900,226.75,14-AUG-2017
TATAPOWER,77.05,81.2,76.7,79.75,79.75,2781,19864.74,26712000,954000,79.75,14-AUG-2017
TATASTEEL,604.9,626.0,604.85,623.75,623.75,14755,182451.61,24284000,864000,623.75,14-AUG-2017
TCS,2509.9,2514.5,2473.4,2477.95,2477.95,2541,15845.98,5349500,66750,2477.95,14-AUG-2017
TECHM,406.05,408.4,400.45,402.45,402.45,1405,6231.96,8394100,282700,402.45,14-AUG-2017
TITAN,616.7,637.95,612.75,633.3,633.3,5901,55825.77,5509500,189000,633.3,14-AUG-2017
TORNTPHARM,1240.1,1251.0,1223.0,1225.65,1225.65,176,870.61,222800,1200,1225.65,14-AUG-2017
TORNTPOWER,197.05,205.55,196.1,204.0,204.0,1570,9509.41,6156000,-168000,204.0,14-AUG-2017
TV18BRDCST,35.7,36.5,35.5,36.4,36.4,332,2037.86,82450000,-357000,36.4,14-AUG-2017
TVSMOTOR,543.6,553.9,536.1,550.5,550.5,2737,29851.07,5726000,156000,550.5,14-AUG-2017
UBL,798.45,806.0,789.65,797.75,797.75,593,3309.68,1152900,-93100,797.75,14-AUG-2017
UJJIVAN,311.5,320.3,311.4,316.55,316.55,1728,6568.3,7530000,-12000,316.55,14-AUG-2017
ULTRACEMCO,3959.4,3985.9,3941.4,3968.0,3968.0,1156,9165.89,1442800,12000,3968.0,14-AUG-2017
UNIONBANK,128.4,130.0,127.45,128.5,128.5,2905,14942.56,20340000,-188000,128.5,14-AUG-2017
UPL,823.4,864.0,823.4,858.95,858.95,1830,18657.54,4645200,-112800,858.95,14-AUG-2017
VEDL,284.8,294.3,283.4,290.5,290.5,10789,109334.46,37639000,1288000,290.5,14-AUG-2017
VGUARD,174.0,179.75,171.05,178.7,178.7,318,1686.0,3066000,-93000,178.7,14-AUG-2017
