SYMBOL,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,SETTLE_PR,TIMESTAMP
VOLTAS,520.0,556.65,520.0,554.15,554.15,5833,63480.07,3924000,646000,554.15,14-AUG-2017
WIPRO,290.05,291.5,287.8,288.95,288.95,1225,8494.22,21801600,91200,288.95,14-AUG-2017
WOCKPHARMA,564.55,571.4,561.1,567.55,567.55,910,4120.25,3196800,94400,567.55,14-AUG-2017
YESBANK,1756.05,1793.95,1756.0,1785.7,1785.7,13598,84651.31,8623650,68950,1785.7,14-AUG-2017
ZEEL,513.3,522.45,502.45,518.9,518.9,2352,15703.26,6100900,107900,518.9,14-AUG-2017
ACC,1792.2,1815.95,1775.05,1811.3,1811.3,2990,21528.36,1243600,100400,1811.3,16-AUG-2017
ADANIENT,112.55,116.45,109.3,115.55,115.55,3956,35590.86,24640000,256000,115.55,16-AUG-2017
ADANIPORTS,399.1,405.3,392.9,398.4,398.4,2925,29181.18,6882500,32500,398.4,16-AUG-2017
ADANIPOWER,28.55,29.75,28.45,29.65,29.65,1002,5857.19,91780000,-1380000,29.65,16-AUG-2017
AJANTPHARM,1245.0,1262.6,1227.35,1254.4,1254.4,533,2664.8,533200,-15600,1254.4,16-AUG-2017
ALBK,65.8,67.75,64.4,67.25,67.25,1253,8248.4,16370000,710000,67.25,16-AUG-2017
AMARAJABAT,821.9,832.8,812.0,816.85,816.85,1062,5241.24,1454400,6600,816.85,16-AUG-2017
AMBUJACEM,266.45,271.75,265.4,270.95,270.95,1710,11483.75,10180000,460000,270.95,16-AUG-2017
ANDHRABANK,50.95,51.65,49.65,51.3,51.3,1036,5234.41,23280000,-200000,51.3,16-AUG-2017
APOLLOHOSP,1177.15,1180.0,1156.15,1164.45,1164.45,1463,8523.7,1282500,32000,1164.45,16-AUG-2017
APOLLOTYRE,264.0,274.1,260.45,272.95,272.95,5383,43148.15,10794000,-180000,272.95,16-AUG-2017
ARVIND,373.35,378.9,371.1,377.25,377.25,1871,14056.05,6238000,-88000,377.25,16-AUG-2017
ASHOKLEY,106.05,106.35,102.45,105.2,105.2,4372,31882.05,50771000,5467000,105.2,16-AUG-2017
ASIANPAINT,1156.35,1157.75,1131.3,1142.65,1142.65,2400,16438.56,2943000,207600,1142.65,16-AUG-2017
AUROPHARMA,716.75,718.2,707.15,716.65,716.65,4381,25001.99,12627200,224000,716.65,16-AUG-2017
AXISBANK,495.0,502.6,489.0,500.85,500.85,10458,62067.87,32810400,648000,500.85,16-AUG-2017
BAJAJ-AUTO,2813.2,2865.0,2811.95,2850.05,2850.05,1930,13755.4,1211250,78500,2850.05,16-AUG-2017
BAJAJFINSV,5287.95,5429.95,5184.05,5380.1,5380.1,2470,16350.49,401250,10250,5380.1,16-AUG-2017
BAJFINANCE,1732.25,1733.8,1687.2,1727.9,1727.9,4976,42558.18,3720000,21500,1727.9,16-AUG-2017
BALKRISIND,1538.2,1565.5,1512.05,1559.2,1559.2,381,2351.62,525200,9600,1559.2,16-AUG-2017
BALRAMCHIN,169.15,170.3,166.1,168.0,168.0,1179,6919.55,11956000,56000,168.0,16-AUG-2017
BANKBARODA,143.7,149.0,138.25,147.7,147.7,16376,81971.49,58772000,4231500,147.7,16-AUG-2017
BANKINDIA,145.1,148.25,141.8,147.6,147.6,4410,38289.1,18288000,-42000,147.6,16-AUG-2017
BATAINDIA,668.05,675.95,657.5,673.85,673.85,3044,22382.6,3081100,8800,673.85,16-AUG-2017
BEL,177.5,178.25,174.3,176.0,176.0,658,5227.9,16029000,-81000,176.0,16-AUG-2017
BEML,1750.1,1754.5,1697.35,1724.9,1724.9,4334,44759.93,1867200,-4800,1724.9,16-AUG-2017
BERGEPAINT,248.15,250.25,245.0,247.15,247.15,344,1875.66,939400,-30800,247.15,16-AUG-2017
BHARATFIN,808.8,827.0,803.65,824.25,824.25,4683,38322.29,11229000,79000,824.25,16-AUG-2017
BHARATFORG,1186.8,1203.75,1183.5,1191.85,1191.85,3009,21568.05,4632000,11400,1191.85,16-AUG-2017
BHARTIARTL,410.0,412.35,405.35,408.7,408.7,2630,18236.54,29569800,-181900,408.7,16-AUG-2017
BHEL,127.3,129.85,124.5,129.2,129.2,2685,17126.04,32220000,-895000,129.2,16-AUG-2017
BIOCON,350.05,352.7,320.25,329.3,329.3,14273,84816.51,11775600,1301400,329.3,16-AUG-2017
BOSCHLTD,22282.4,22656.95,21686.65,22382.65,22382.65,1583,8740.21,93000,3550,22382.65,16-AUG-2017
BPCL,483.05,489.0,476.05,485.3,485.3,3392,29465.31,14112000,797400,485.3,16-AUG-2017
BRITANNIA,4200.7,4316.8,4198.3,4303.45,4303.45,2174,18551.53,445200,30400,4303.45,16-AUG-2017
CADILAHC,494.7,494.7,475.3,485.1,485.1,1287,9916.62,2676800,-12800,485.1,16-AUG-2017
CANBK,332.45,339.45,323.05,337.9,337.9,6586,67093.59,9526476,-12336,337.9,16-AUG-2017
CANFINHOME,2942.0,2995.0,2876.25,2983.1,2983.1,565,4161.18,576000,13000,2983.1,16-AUG-2017
CAPF,735.5,752.65,723.05,744.8,744.8,1851,10941.55,3109600,53600,744.8,16-AUG-2017
CASTROLIND,380.5,387.75,379.1,386.8,386.8,553,2976.06,10074400,-65800,386.8,16-AUG-2017
CEATLTD,1698.35,1724.0,1662.0,1719.2,1719.2,5134,60986.69,1694700,58100,1719.2,16-AUG-2017
CENTURYTEX,1223.35,1226.8,1201.95,1218.75,1218.75,4820,32195.68,7770950,52250,1218.75,16-AUG-2017
CESC,947.0,949.05,935.0,945.35,945.35,1206,12499.57,6446000,165000,945.35,16-AUG-2017
CGPOWER,81.95,82.75,80.3,81.4,81.4,635,6203.73,19992000,-264000,81.4,16-AUG-2017
CHENNPETRO,379.95,395.0,379.95,391.7,391.7,937,5457.47,2283000,-93000,391.7,16-AUG-2017
CHOLAFIN,1167.2,1171.1,1149.05,1166.3,1166.3,160,927.54,311000,22500,1166.3,16-AUG-2017
CIPLA,568.1,595.55,563.1,592.6,592.6,4927,28664.43,7510000,171000,592.6,16-AUG-2017
COALINDIA,237.05,240.25,235.25,239.1,239.1,5468,22070.3,26389100,884000,239.1,16-AUG-2017
COLPAL,1057.05,1073.35,1050.0,1071.15,1071.15,602,4475.9,1309700,-9100,1071.15,16-AUG-2017
CONCOR,1174.45,1250.0,1174.45,1235.1,1235.1,2757,21143.11,946875,43125,1235.1,16-AUG-2017
CUMMINSIND,890.55,927.25,887.75,922.15,922.15,748,4095.35,589200,-50400,922.15,16-AUG-2017
DABUR,309.65,311.95,307.95,310.1,310.1,530,4104.09,12737500,-17500,310.1,16-AUG-2017
DALMIABHA,2550.0,2619.9,2550.0,2614.1,2614.1,481,3750.28,725100,12600,2614.1,16-AUG-2017
DCBBANK,183.3,186.7,180.45,186.1,186.1,1185,9805.33,6993000,40500,186.1,16-AUG-2017
DHFL,440.85,453.4,428.6,450.35,450.35,8286,55196.5,18835500,951000,450.35,16-AUG-2017
DISHTV,74.3,74.75,71.3,72.4,72.4,972,4942.29,18179000,756000,72.4,16-AUG-2017
DIVISLAB,645.15,660.6,636.6,657.6,657.6,2848,14823.11,7037600,-30400,657.6,16-AUG-2017
DLF,179.6,183.9,174.2,181.75,181.75,9136,81361.33,40935000,3030000,181.75,16-AUG-2017
DRREDDY,2009.35,2021.9,1975.3,2007.0,2007.0,5714,22831.16,4571200,84000,2007.0,16-AUG-2017
EICHERMOT,30500.35,30712.45,30101.5,30609.7,30609.7,2543,19389.17,142375,3775,30609.7,16-AUG-2017
ENGINERSIN,150.5,151.8,147.15,151.45,151.45,1347,7076.55,11301500,-444500,151.45,16-AUG-2017
EQUITAS,157.5,158.5,154.7,157.75,157.75,365,1830.77,6931200,182400,157.75,16-AUG-2017
ESCORTS,615.85,643.3,605.45,639.95,639.95,4508,31185.43,4790500,-34100,639.95,16-AUG-2017
EXIDEIND,208.15,209.4,205.3,207.4,207.4,1061,8823.8,13676000,-24000,207.4,16-AUG-2017
FEDERALBNK,109.35,110.7,106.7,110.45,110.45,2719,32553.61,64988000,-99000,110.45,16-AUG-2017
FORTIS,151.75,152.75,149.2,151.5,151.5,458,1871.31,42236100,-261900,151.5,16-AUG-2017
GAIL,371.0,373.15,367.75,369.65,369.65,1360,10053.92,9930000,384000,369.65,16-AUG-2017
GLENMARK,635.85,669.0,620.75,624.0,624.0,2889,12705.21,5574100,368900,624.0,16-AUG-2017
GMRINFRA,16.25,16.7,16.05,16.55,16.55,1367,10038.12,308925000,-4230000,16.55,16-AUG-2017
GODFRYPHLP,916.9,1052.7,863.0,1042.8,1042.8,3711,18739.35,771500,18000,1042.8,16-AUG-2017
GODREJCP,932.0,945.0,912.55,924.85,924.85,994,7367.41,2164000,53600,924.85,16-AUG-2017
GODREJIND,584.2,615.5,584.05,611.9,611.9,1766,15966.34,2691000,-94500,611.9,16-AUG-2017
GRANULES,120.5,128.7,119.6,127.2,127.2,4251,26369.37,12995000,410000,127.2,16-AUG-2017
GRASIM,1122.95,1127.2,1093.85,1107.7,1107.7,3120,25893.97,2525250,-19500,1107.7,16-AUG-2017
GSFC,124.5,125.45,121.6,124.95,124.95,1120,6259.09,13981500,-9000,124.95,16-AUG-2017
HAVELLS,475.0,482.0,459.15,465.05,465.05,1986,18521.93,3596000,514000,465.05,16-AUG-2017
HCC,35.55,36.2,34.9,36.0,36.0,472,2020.42,25644000,336000,36.0,16-AUG-2017
HCLTECH,863.7,868.3,851.85,865.15,865.15,2000,12037.99,5944400,235900,865.15,16-AUG-2017
HDFC,1720.0,1759.15,1718.2,1742.55,1742.55,7842,68242.83,9770500,642000,1742.55,16-AUG-2017
HDFCBANK,1773.65,1789.0,1750.35,1779.9,1779.9,11043,97756.91,20475000,765500,1779.9,16-AUG-2017
HDIL,63.5,64.3,61.05,62.65,62.65,1475,7417.95,32976000,-2368000,62.65,16-AUG-2017
HEROMOTOCO,3960.35,4043.0,3936.0,4020.85,4020.85,4503,36071.94,982000,115400,4020.85,16-AUG-2017
HEXAWARE,265.9,268.25,262.45,265.1,265.1,1231,9798.13,2232000,84000,265.1,16-AUG-2017
HINDALCO,231.55,236.9,228.1,234.4,234.4,9143,74433.47,40435500,1162000,234.4,16-AUG-2017
HINDPETRO,441.45,444.55,433.0,437.6,437.6,3976,27525.15,26023725,-207900,437.6,16-AUG-2017
HINDUNILVR,1174.95,1189.8,1155.3,1186.4,1186.4,3562,25172.06,8956200,328800,1186.4,16-AUG-2017
HINDZINC,284.05,295.35,282.5,292.15,292.15,2852,26504.4,10544000,585600,292.15,16-AUG-2017
IBREALEST,227.45,234.0,227.45,231.55,231.55,627,14515.05,40180000,-70000,231.55,16-AUG-2017
IBULHSGFIN,1180.3,1215.8,1170.05,1209.95,1209.95,4351,41783.88,7523200,172000,1209.95,16-AUG-2017
ICICIBANK,294.0,296.0,288.05,295.4,295.4,10335,83059.59,93139750,2750000,295.4,16-AUG-2017
ICICIPRULI,442.5,442.5,431.4,437.05,437.05,384,2174.34,4305600,66300,437.05,16-AUG-2017
ICIL,114.7,119.8,112.1,117.95,117.95,1351,5504.08,10010000,868000,117.95,16-AUG-2017
IDBI,51.0,53.8,51.0,53.4,53.4,1799,7534.39,34944000,552000,53.4,16-AUG-2017
IDEA,86.2,87.65,85.75,87.35,87.35,1868,11378.68,58002000,-658000,87.35,16-AUG-2017
IDFC,55.15,57.35,54.75,57.0,57.0,1830,13581.89,120872400,2310000,57.0,16-AUG-2017
IDFCBANK,54.8,56.0,54.45,55.9,55.9,1599,7955.56,96660000,693000,55.9,16-AUG-2017
IFCI,23.1,23.25,22.5,23.15,23.15,1024,5139.33,78760000,-1078000,23.15,16-AUG-2017
IGL,1295.15,1313.1,1270.0,1279.45,1279.45,1534,10824.78,953700,-81950,1279.45,16-AUG-2017
INDIACEM,183.55,186.2,179.25,185.0,185.0,2891,18514.96,25616500,210000,185.0,16-AUG-2017
INDIANB,295.95,298.3,287.75,296.65,296.65,1284,7513.0,3598000,-82000,296.65,16-AUG-2017
INDIGO,1255.0,1312.0,1250.0,1283.8,1283.8,2437,18900.04,1541400,-24600,1283.8,16-AUG-2017
INDUSINDBK,1628.95,1659.0,1610.0,1654.0,1654.0,3991,39189.94,4599000,124200,1654.0,16-AUG-2017
INFIBEAM,1442.6,1470.85,1435.0,1445.75,1445.75,2539,14811.47,4474000,33200,1445.75,16-AUG-2017
INFRATEL,383.6,385.25,379.05,383.6,383.6,1264,8225.5,11526000,345100,383.6,16-AUG-2017
INFY,985.55,986.95,970.4,978.95,978.95,9433,46118.05,27687500,877500,978.95,16-AUG-2017
IOC,421.65,427.25,420.6,421.55,421.55,3880,24680.58,20455500,6000,421.55,16-AUG-2017
IRB,210.35,213.9,207.85,212.8,212.8,1597,8442.84,18697500,-355000,212.8,16-AUG-2017
ITC,271.95,281.75,271.25,279.35,279.35,12371,82423.73,50798400,-1860000,279.35,16-AUG-2017
JETAIRWAYS,568.15,593.7,560.9,589.45,589.45,5000,35019.58,3496800,122400,589.45,16-AUG-2017
JINDALSTEL,137.5,140.5,131.0,139.0,139.0,5759,35418.18,38002500,1305000,139.0,16-AUG-2017
JISLJALEQS,93.55,97.4,92.65,95.75,95.75,741,6360.54,34965000,63000,95.75,16-AUG-2017
JPASSOCIAT,23.5,24.4,22.5,23.95,23.95,811,13066.23,175916000,-6460000,23.95,16-AUG-2017
JSWENERGY,65.2,65.35,63.5,64.95,64.95,3118,17109.77,74732000,9673000,64.95,16-AUG-2017
JSWSTEEL,231.55,238.75,230.85,238.1,238.1,5409,38158.68,55167000,642000,238.1,16-AUG-2017
JUBLFOOD,1415.0,1444.7,1382.5,1394.45,1394.45,9145,64554.25,1929000,105000,1394.45,16-AUG-2017
JUSTDIAL,350.9,354.15,348.3,351.5,351.5,1946,8203.81,4754400,109200,351.5,16-AUG-2017
KAJARIACER,619.75,628.0,612.2,622.5,622.5,184,912.77,457600,-800,622.5,16-AUG-2017
KOTAKBANK,984.9,1005.4,970.85,1000.7,1000.7,6163,48864.11,9312000,232800,1000.7,16-AUG-2017
KPIT,112.5,113.95,111.7,113.2,113.2,356,1606.82,12584000,44000,113.2,16-AUG-2017
KSCL,539.75,565.6,535.2,563.0,563.0,1847,15298.97,3964500,60000,563.0,16-AUG-2017
KTKBANK,143.8,146.6,140.65,146.1,146.1,1690,9250.94,23848800,364800,146.1,16-AUG-2017
L&TFH,173.2,177.25,171.1,176.45,176.45,4023,31670.1,15097500,571500,176.45,16-AUG-2017
LICHSGFIN,660.05,665.9,650.05,662.3,662.3,4873,35402.26,6888200,459800,662.3,16-AUG-2017
LT,1148.75,1152.0,1125.1,1142.25,1142.25,5601,47748.5,9471750,274500,1142.25,16-AUG-2017
LUPIN,975.0,975.0,952.5,963.9,963.9,5546,21378.32,8784800,148400,963.9,16-AUG-2017
M&M,1366.8,1377.0,1351.35,1371.2,1371.2,2079,14203.82,3853000,223500,1371.2,16-AUG-2017
M&MFIN,428.7,431.2,415.15,425.4,425.4,2895,30556.74,7560000,-50000,425.4,16-AUG-2017
MANAPPURAM,89.45,91.0,88.8,90.25,90.25,900,4850.9,27726000,120000,90.25,16-AUG-2017
MARICO,321.15,322.0,313.35,317.9,317.9,922,7593.6,4888000,574600,317.9,16-AUG-2017
MARUTI,7574.05,7641.0,7522.25,7626.55,7626.55,7163,81593.52,1795500,-18600,7626.55,16-AUG-2017
MCDOWELL-N,2498.3,2565.05,2494.0,2557.7,2557.7,2741,17399.29,1927750,-49250,2557.7,16-AUG-2017
MCX,1064.6,1086.45,1050.1,1078.8,1078.8,502,2693.5,1305500,3500,1078.8,16-AUG-2017
MFSL,606.75,624.0,602.0,608.4,608.4,3873,23644.99,4826000,1319000,608.4,16-AUG-2017
MGL,1029.1,1051.0,1023.1,1040.05,1040.05,635,3956.69,739800,-46200,1040.05,16-AUG-2017
MINDTREE,466.0,471.9,461.25,470.2,470.2,377,2109.77,4525200,-30000,470.2,16-AUG-2017
MOTHERSUMI,328.65,338.75,328.65,333.0,333.0,2432,30543.5,7335000,277500,333.0,16-AUG-2017
MRF,64212.85,65995.0,63434.4,65810.7,65810.7,1464,14255.26,47955,60,65810.7,16-AUG-2017
MRPL,122.0,125.5,121.0,124.55,124.55,756,4214.17,8532000,58500,124.55,16-AUG-2017
MUTHOOTFIN,455.9,457.75,447.0,455.85,455.85,540,3678.01,2224500,7500,455.85,16-AUG-2017
NATIONALUM,66.9,70.95,65.95,69.4,69.4,688,3785.16,11136000,-576000,69.4,16-AUG-2017
NBCC,208.9,212.45,206.6,209.3,209.3,807,5068.79,3333000,36000,209.3,16-AUG-2017
NCC,86.55,88.0,85.1,87.85,87.85,729,5057.47,21216000,-200000,87.85,16-AUG-2017
NESTLEIND,6633.1,6720.0,6633.1,6692.95,6692.95,112,749.01,83500,2400,6692.95,16-AUG-2017
NHPC,31.15,31.3,30.7,31.25,31.25,205,1716.25,20088000,-297000,31.25,16-AUG-2017
NIITTECH,490.0,498.95,490.0,492.8,492.8,414,3068.85,1347000,-4500,492.8,16-AUG-2017
NMDC,121.55,122.6,119.85,121.75,121.75,1449,10541.24,24900000,540000,121.75,16-AUG-2017
NTPC,172.1,173.7,170.25,170.6,170.6,2138,14686.78,21520000,1216000,170.6,16-AUG-2017
OFSS,3603.0,3613.15,3531.0,3575.05,3575.05,154,823.91,71850,450,3575.05,16-AUG-2017
OIL,283.05,288.4,277.35,287.25,287.25,249,1600.99,1889844,-18128,287.25,16-AUG-2017
ONGC,161.95,161.95,159.75,161.2,161.2,2045,12328.53,50355000,1530000,161.2,16-AUG-2017
ORIENTBANK,119.6,125.35,117.65,124.5,124.5,2524,18372.68,17316000,330000,124.5,16-AUG-2017
PAGEIND,16699.95,17167.7,16670.0,17124.35,17124.35,404,3421.63,30000,-1350,17124.35,16-AUG-2017
PCJEWELLER,332.95,349.4,324.35,345.9,345.9,3066,30997.51,4809000,357000,345.9,16-AUG-2017
PEL,2780.0,2780.0,2706.35,2757.8,2757.8,1117,9195.08,832800,15300,2757.8,16-AUG-2017
PETRONET,218.15,230.1,218.15,229.3,229.3,4188,28279.61,12162000,-321000,229.3,16-AUG-2017
PFC,119.5,120.4,116.4,118.75,118.75,2257,16003.84,40518000,786000,118.75,16-AUG-2017
PIDILITIND,811.9,817.9,805.75,813.6,813.6,629,5109.72,944000,28000,813.6,16-AUG-2017
PNB,143.65,149.6,141.1,148.2,148.2,8821,44577.98,24444000,-80500,148.2,16-AUG-2017
POWERGRID,223.05,224.45,220.1,220.7,220.7,937,8299.45,11404000,900000,220.7,16-AUG-2017
PTC,114.8,116.9,113.6,116.5,116.5,820,7577.25,13656000,48000,116.5,16-AUG-2017
PVR,1299.9,1335.0,1277.4,1330.7,1330.7,888,4645.47,730800,-2400,1330.7,16-AUG-2017
RAMCOCEM,676.0,705.0,676.0,696.85,696.85,181,1000.45,500800,-8800,696.85,16-AUG-2017
RAYMOND,740.0,750.75,730.65,742.1,742.1,596,3538.72,2098400,46400,742.1,16-AUG-2017
RBLBANK,495.85,519.4,493.3,516.9,516.9,2729,13860.61,14627000,158000,516.9,16-AUG-2017
RCOM,23.75,23.95,22.6,23.5,23.5,2341,7625.33,102564000,1890000,23.5,16-AUG-2017
RDEL,53.15,53.75,52.05,53.6,53.6,298,1420.84,14679000,36000,53.6,16-AUG-2017
RECLTD,166.45,169.2,162.8,164.85,164.85,3182,31429.45,37308000,1224000,164.85,16-AUG-2017
RELCAPITAL,779.6,797.65,776.2,794.25,794.25,11099,131531.71,10714500,-90000,794.25,16-AUG-2017
RELIANCE,1573.15,1578.0,1552.5,1571.75,1571.75,14377,112487.96,14414000,702500,1571.75,16-AUG-2017
RELINFRA,490.0,502.95,482.2,496.5,496.5,6928,44349.61,9269000,13000,496.5,16-AUG-2017
REPCOHOME,672.95,703.45,666.2,699.35,699.35,272,1313.21,634900,-6300,699.35,16-AUG-2017
RPOWER,40.6,40.95,39.8,40.8,40.8,859,4170.63,60420000,276000,40.8,16-AUG-2017
SAIL,58.5,60.0,57.2,59.55,59.55,2221,15579.72,48912000,-1248000,59.55,16-AUG-2017
SBIN,280.0,284.75,275.05,284.15,284.15,19765,166025.7,79302000,1752000,284.15,16-AUG-2017
SHREECEM,17850.05,18177.2,17252.0,17554.25,17554.25,194,1704.14,30650,1100,17554.25,16-AUG-2017
SIEMENS,1303.55,1315.75,1290.95,1312.65,1312.65,946,6174.86,479500,0,1312.65,16-AUG-2017
SINTEX,33.05,34.15,32.1,33.7,33.7,4027,9502.08,15632250,-1132875,33.7,16-AUG-2017
SOUTHBANK,27.85,28.15,26.95,28.1,28.1,891,8178.5,101477742,-364551,28.1,16-AUG-2017
SREINFRA,118.3,121.55,116.6,120.25,120.25,482,2875.88,9400000,80000,120.25,16-AUG-2017
SRF,1472.55,1498.0,1444.0,1490.45,1490.45,1029,7565.6,677500,-21500,1490.45,16-AUG-2017
SRTRANSFIN,979.0,988.0,954.15,979.65,979.65,1693,9866.09,5386200,-28200,979.65,16-AUG-2017
STAR,918.95,928.3,909.0,919.65,919.65,752,3457.14,2065500,35500,919.65,16-AUG-2017
SUNPHARMA,477.25,487.0,468.05,486.05,486.05,18314,70360.02,39854400,-902400,486.05,16-AUG-2017
SUNTV,752.35,754.9,735.5,746.6,746.6,2859,21255.72,7425000,-22000,746.6,16-AUG-2017
SUZLON,17.6,17.75,17.1,17.65,17.65,4878,25656.63,486450000,-630000,17.65,16-AUG-2017
SYNDIBANK,63.75,65.25,62.9,65.05,65.05,777,4474.59,19107000,27000,65.05,16-AUG-2017
TATACHEM,593.0,604.0,585.7,601.5,601.5,1228,10981.81,4330500,1500,601.5,16-AUG-2017
TATACOMM,625.0,647.0,621.0,631.2,631.2,3770,16801.54,8941100,-21000,631.2,16-AUG-2017
TATAELXSI,1666.05,1695.4,1658.95,1691.45,1691.45,1572,10572.24,1152800,-56000,1691.45,16-AUG-2017
TATAGLOBAL,182.3,196.7,181.5,194.1,194.1,17154,147468.47,30636000,1152000,194.1,16-AUG-2017
TATAMOTORS,381.0,390.8,376.7,389.4,389.4,14565,83989.86,42517500,-739500,389.4,16-AUG-2017
TATAMTRDVR,227.75,232.75,224.25,232.0,232.0,2600,12498.46,20336400,420000,232.0,16-AUG-2017
TATAPOWER,81.4,83.65,81.4,82.3,82.3,2576,19169.81,27630000,918000,82.3,16-AUG-2017
TATASTEEL,622.1,632.15,621.25,631.15,631.15,14150,177565.89,24136000,-148000,631.15,16-AUG-2017
TCS,2470.85,2592.95,2470.2,2492.45,2492.45,4660,28966.1,5475000,125500,2492.45,16-AUG-2017
TECHM,401.25,426.6,399.35,419.95,419.95,5704,26247.47,8602000,207900,419.95,16-AUG-2017
TITAN,635.35,639.8,620.55,628.6,628.6,3381,31892.03,5470500,-39000,628.6,16-AUG-2017
TORNTPHARM,1253.7,1332.2,1223.55,1318.95,1318.95,1085,5632.43,237200,14400,1318.95,16-AUG-2017
TORNTPOWER,206.9,213.95,205.25,211.55,211.55,1881,11905.86,6009000,-147000,211.55,16-AUG-2017
TV18BRDCST,36.3,37.0,35.95,36.9,36.9,426,2646.99,82314000,-136000,36.9,16-AUG-2017
TVSMOTOR,554.65,586.5,552.6,583.7,583.7,5131,58898.78,6338000,612000,583.7,16-AUG-2017
UBL,801.95,813.4,791.55,810.9,810.9,519,2933.52,1096200,-56700,810.9,16-AUG-2017
UJJIVAN,317.3,324.7,312.5,323.9,323.9,1916,7380.72,7261200,-268800,323.9,16-AUG-2017
ULTRACEMCO,3948.9,3974.25,3907.6,3947.2,3947.2,2037,16033.87,1509400,66600,3947.2,16-AUG-2017
UNIONBANK,129.05,134.8,126.1,133.8,133.8,5468,28431.57,20820000,480000,133.8,16-AUG-2017
UPL,861.0,879.0,852.15,855.4,855.4,1549,15998.11,4610400,-34800,855.4,16-AUG-2017
VEDL,293.1,299.9,287.55,298.2,298.2,12299,126558.49,40722500,3083500,298.2,16-AUG-2017
VGUARD,178.05,179.8,171.5,178.3,178.3,442,2329.19,3141000,75000,178.3,16-AUG-2017
VOLTAS,553.65,554.95,540.45,544.65,544.65,3266,35623.13,3404000,-520000,544.65,16-AUG-2017
WIPRO,289.45,290.4,287.95,289.8,289.8,1186,8235.45,22459200,657600,289.8,16-AUG-2017
WOCKPHARMA,565.2,577.0,561.5,572.85,572.85,1076,4911.15,3236000,39200,572.85,16-AUG-2017
YESBANK,1791.05,1795.2,1736.3,1768.8,1768.8,18407,113337.22,9005500,381850,1768.8,16-AUG-2017
ZEEL,513.65,523.75,511.0,519.45,519.45,1673,11243.48,6267300,166400,519.45,16-AUG-2017
